nplv,DT,ПРОФИЛЬ,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,произв  количество плавок,произв количество плавок (цел),расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г683863==;=,2070-08-27 08:40:00,Р65,22.0,46.3833333,16.7666667,46.3833333,3.0,0.355065,0.142428,0.18421300000000002,0.156973,0.0409353,1597.0,1595.0,13.4967603,11887.8727634,115.7,1.0,1.0,1.0,20.83,0.054000000000000006,0.05,0.36200000000000004,0.039,0.02,0.051829999999999994,0.161,0.284,0.249,3322.0,0.001,0.45899999999999996,0.3,0.095,0.632,0.006,0.011000000000000001,0.07200000000000001,0.009000000000000001,0.019,0.43200000000000005,0.001,0.002,0.003,0.754,0.0005,0.41700000000000004,0.094,0.7879999999999999,0.005,0.012,0.07200000000000001,0.01,0.015,0.561,0.003,0.037000000000000005,0.0,52.9,0.4,10.2,0.12,2.7,0.0,,59.3,0.3,9.2,0.08,2.7,
г683863=>68,2070-08-29 02:21:00,Р65,14.0,47.7,21.3333333,47.7,3.4459406,0.44908000000000003,0.11783199999999999,0.125069,0.13687,0.040303,1582.0,1601.0,12.5303514,12664.6875,112.6,1.0,1.0,1.0,19.61,0.064,0.05,0.485,0.049,0.02,0.051107,0.163,0.18600000000000003,0.20600000000000002,4503.0,0.002,0.424,0.32,0.099,0.688,0.006999999999999999,0.009000000000000001,0.064,0.009000000000000001,0.021,0.455,0.002,0.002,0.003,0.774,0.0007,0.42,0.099,0.7979999999999999,0.006,0.013000000000000001,0.064,0.01,0.013000000000000001,0.564,0.003,0.038,0.0,58.6,0.5,11.0,0.11,2.6,0.0,,50.1,0.7,10.8,0.12,2.2,
г683863=>69,2070-08-29 03:20:00,Р65,13.0,49.35,20.9833333,49.35,3.3235714,0.5400050000000001,0.158444,0.226476,0.20285999999999998,0.0414441,1614.0,1600.0,13.126443799999999,12006.6719619,117.3,1.0,1.0,1.0,21.593000000000004,0.11800000000000001,0.05,0.586,0.033,0.02,0.052554,0.22399999999999998,0.34,0.27699999999999997,4199.0,0.001,0.38299999999999995,0.289,0.096,0.607,0.006999999999999999,0.011000000000000001,0.067,0.008,0.02,0.408,0.001,0.002,0.003,0.77,0.0003,0.419,0.096,0.799,0.006,0.013000000000000001,0.068,0.009000000000000001,0.016,0.5660000000000001,0.003,0.037000000000000005,0.0,53.9,0.5,11.1,0.15,2.3,0.0,,48.4,0.5,9.6,0.15,2.3,
г683863=>6:,2070-08-29 04:12:00,Р65,20.0,44.033333299999995,19.3666667,44.033333299999995,3.3935742999999996,0.48758500000000005,0.132132,0.149385,0.15166500000000002,0.041273000000000004,1586.0,1604.0,12.6851628,12630.9810671,116.4,1.0,1.0,1.0,18.619,0.042,0.05,0.529,0.044000000000000004,0.02,0.052337,0.17600000000000002,0.223,0.231,4077.0,0.002,0.40700000000000003,0.314,0.092,0.6779999999999999,0.005,0.01,0.065,0.009000000000000001,0.024,0.44799999999999995,0.002,0.002,0.003,0.75,0.0004,0.42,0.092,0.7979999999999999,0.004,0.012,0.065,0.01,0.02,0.561,0.003,0.036000000000000004,0.0,59.6,0.4,8.9,0.1,2.7,0.0,,52.3,0.5,5.4,0.12,2.4,
г683863=>6;,2070-08-29 05:04:00,Р65,22.0,46.3666667,21.95,46.3666667,3.7241638,0.462375,0.11039600000000001,0.12023199999999999,0.157055,0.0404165,1572.0,1594.0,11.5071891,13022.3234624,116.2,1.0,1.0,1.0,17.785,,0.05,0.503,0.034,0.02,0.051251,0.19699999999999998,0.177,0.193,4764.0,0.002,0.42700000000000005,0.32899999999999996,0.106,0.6990000000000001,0.006,0.01,0.07200000000000001,0.011000000000000001,0.021,0.445,0.002,0.002,0.003,0.774,0.0003,0.41700000000000004,0.10400000000000001,0.795,0.005,0.013000000000000001,0.071,0.011000000000000001,0.015,0.561,0.003,0.037000000000000005,0.0,51.5,0.3,8.6,0.12,2.5,0.0,,49.7,0.6,9.5,0.16,2.3,
г683863=>6<,2070-08-29 05:56:00,Р65,27.0,44.7333333,19.75,44.7333333,3.9215457000000002,0.42696000000000006,0.10868,0.082048,0.11828,0.0385342,1575.0,1593.0,12.6274963,13430.8860759,111.9,1.0,1.0,1.0,18.829,0.073,0.05,0.461,0.083,0.02,0.048864,0.152,0.12,0.19,4421.0,0.002,0.45,0.327,0.091,0.728,0.005,0.011000000000000001,0.063,0.009000000000000001,0.02,0.47600000000000003,0.002,0.002,0.003,0.778,0.0007,0.418,0.091,0.7959999999999999,0.004,0.011000000000000001,0.063,0.01,0.018000000000000002,0.561,0.003,0.036000000000000004,0.0,63.5,0.3,6.9,0.1,2.9,0.0,,50.9,0.5,8.4,0.15,2.4,
г683863=>6=,2070-08-29 06:47:00,Р65,30.0,44.35,21.3166667,44.35,3.9133055,0.390445,0.097812,0.053986,0.11954000000000001,0.039019099999999994,1547.0,1595.0,10.5585118,13344.4878812,113.0,1.0,1.0,1.0,15.609000000000002,,0.05,0.419,0.073,0.02,0.049479,0.16599999999999998,0.076,0.171,4741.0,0.002,0.469,0.33899999999999997,0.094,0.75,0.006,0.01,0.071,0.011000000000000001,0.019,0.47200000000000003,0.002,0.003,0.003,0.7609999999999999,0.0009,0.42200000000000004,0.094,0.782,0.006999999999999999,0.009000000000000001,0.075,0.012,0.013000000000000001,0.5589999999999999,0.003,0.039,0.0,60.6,0.6,8.6,0.14,2.5,0.0,,57.7,0.7,9.0,0.19,2.2,
г683863=>6>,2070-08-29 07:41:00,Р65,30.0,47.3666667,21.2,47.3666667,3.1792279,0.47769620000000007,0.129272,0.10987999999999999,0.154255,0.0395901,1549.0,1594.0,10.1383336,13236.7924528,117.2,1.0,1.0,1.0,15.92,,0.05,0.49,0.092,0.02,0.050203,0.19699999999999998,0.161,0.226,4677.0,0.002,0.43,0.308,0.105,0.701,0.006,0.008,0.071,0.011000000000000001,0.024,0.45299999999999996,0.002,0.003,0.003,0.78,0.0002,0.418,0.10800000000000001,0.8029999999999999,0.005,0.013000000000000001,0.07,0.012,0.019,0.562,0.003,0.036000000000000004,0.0,59.8,0.5,11.0,0.17,2.4,0.0,,58.6,1.0,7.3,0.15,2.3,
г683863=>6?,2070-08-29 08:35:00,Р65,33.0,45.55,18.533333300000002,45.55,3.1266608,0.5144274999999999,0.104104,0.10053200000000001,0.145405,0.0401035,1552.0,1588.0,13.7104281,13642.446043200001,116.4,1.0,1.0,1.0,20.816999999999997,,0.05,0.544,0.081,0.02,0.050854,0.187,0.147,0.182,4214.0,0.002,0.389,0.33299999999999996,0.09,0.711,0.006,0.011000000000000001,0.059000000000000004,0.01,0.021,0.44299999999999995,0.002,0.002,0.003,0.765,0.0002,0.418,0.09,0.797,0.006,0.012,0.059000000000000004,0.011000000000000001,0.015,0.573,0.003,0.037000000000000005,0.0,57.5,0.4,9.2,0.13,2.5,0.0,,58.9,0.8,5.4,0.12,2.4,
г683863=>77,2070-08-29 10:23:00,Р65,31.0,42.85,19.1333333,42.6833333,3.4303167,0.504137,0.136708,0.161098,0.14219,0.0388764,1548.0,1585.0,8.5740726,13603.4843206,112.1,1.0,1.0,1.0,12.199000000000002,0.048,0.05,0.528,0.042,0.02,0.049298,0.156,0.242,0.239,4338.0,0.002,0.387,0.298,0.095,0.6629999999999999,0.006,0.011000000000000001,0.064,0.006999999999999999,0.018000000000000002,0.447,0.002,0.002,0.002,0.769,0.0001,0.414,0.094,0.797,0.006,0.013000000000000001,0.064,0.008,0.017,0.5760000000000001,0.003,0.036000000000000004,0.0,56.7,0.3,11.5,0.15,2.2,0.0,,57.8,0.7,8.7,0.19,2.2,
г683863=>78,2070-08-29 11:13:00,Р65,35.0,46.2333333,21.35,46.2333333,3.3491854,0.460095,0.119548,0.157843,0.12677,0.0391619,1535.0,1591.0,7.6792697,13315.2224824,113.1,1.0,1.0,1.0,11.216,0.043,0.05,0.49700000000000005,0.033,0.02,0.04966,0.133,0.23800000000000002,0.209,4738.0,0.002,0.39799999999999996,0.315,0.1,0.657,0.006,0.012,0.063,0.008,0.022000000000000002,0.466,0.002,0.002,0.003,0.752,0.0003,0.414,0.098,0.789,0.005,0.013000000000000001,0.063,0.009000000000000001,0.018000000000000002,0.5710000000000001,0.003,0.037000000000000005,0.0,54.7,0.4,13.6,0.15,2.4,0.0,,57.8,0.7,8.5,0.17,2.2,
г683863=>7:,2070-08-29 13:20:00,Р65,18.0,48.3666667,21.966666699999998,48.3666667,2.3556861000000002,0.5047106,0.127556,0.15403,0.15545,0.0402236,1573.0,1589.0,7.3124806,11212.4430956,116.4,1.0,1.0,1.0,11.767000000000001,0.10800000000000001,0.05,0.528,0.08199999999999999,0.02,0.050311,0.18,0.23,0.223,4105.0,0.002,0.396,0.313,0.096,0.667,0.006,0.01,0.062,0.009000000000000001,0.023,0.441,0.002,0.002,0.003,0.768,0.0002,0.41700000000000004,0.096,0.8009999999999999,0.005,0.012,0.062,0.01,0.015,0.583,0.003,0.036000000000000004,0.0,59.6,0.2,8.0,0.11,2.5,0.0,,56.8,0.3,7.5,0.08,2.2,
г683863=>7;,2070-08-29 14:11:00,Р65,25.0,40.55,16.8833333,40.55,2.6710526000000003,0.5059866,0.144716,0.183038,0.14686,0.0403971,1573.0,1590.0,8.6707768,11915.893386,116.2,1.0,1.0,1.0,11.72,,0.05,0.532,0.065,0.02,0.050527999999999997,0.154,0.276,0.253,3353.0,0.002,0.382,0.297,0.081,0.643,0.006999999999999999,0.01,0.055,0.008,0.019,0.428,0.001,0.002,0.003,0.7609999999999999,0.0001,0.41600000000000004,0.08199999999999999,0.799,0.006,0.011000000000000001,0.055999999999999994,0.009000000000000001,0.015,0.569,0.003,0.036000000000000004,0.0,56.7,0.6,10.4,0.12,2.4,0.0,,58.0,0.4,6.8,0.08,2.2,
г683863=>7=,2070-08-29 15:56:00,Р65,27.0,44.6833333,15.4666667,44.6833333,,0.4364629,0.10524800000000001,0.08142100000000001,0.13265,0.0409184,1582.0,1588.0,7.6088435,11746.5517241,114.2,1.0,1.0,1.0,11.185,,0.05,0.461,0.092,0.02,0.05118,0.175,0.11800000000000001,0.184,3028.0,0.002,0.43700000000000006,0.32899999999999996,0.086,0.7240000000000001,0.008,0.009000000000000001,0.055999999999999994,0.012,0.019,0.45299999999999996,0.002,0.002,0.003,0.78,0.0003,0.418,0.08800000000000001,0.7959999999999999,0.006999999999999999,0.011000000000000001,0.057,0.013000000000000001,0.013999999999999999,0.569,0.003,0.036000000000000004,0.0,57.5,0.4,10.5,0.16,2.4,0.0,,57.6,0.8,7.1,0.13,2.3,
г683863=>7?,2070-08-29 17:38:00,Р65,25.0,48.1833333,18.65,48.1833333,2.5819672000000002,0.4447058,0.152152,0.16412100000000002,0.15249000000000001,0.0399638,1581.0,1594.0,7.846267299999999,11337.2654155,115.5,1.0,1.0,1.0,12.408,0.039,0.05,0.447,0.057999999999999996,0.02,0.049986,0.171,0.24600000000000002,0.266,3524.0,0.001,0.424,0.292,0.08199999999999999,0.655,0.005,0.01,0.057999999999999996,0.008,0.017,0.43,0.001,0.002,0.003,0.775,0.0003,0.41600000000000004,0.08199999999999999,0.7929999999999999,0.004,0.011000000000000001,0.057999999999999996,0.009000000000000001,0.013999999999999999,0.574,0.003,0.036000000000000004,0.0,62.5,0.4,11.6,0.14,2.5,0.0,,63.0,0.3,7.0,0.07,2.6,
г683863=>86,2070-08-29 18:32:00,Р65,30.0,44.1833333,20.6833333,44.1833333,2.5609874,0.46815500000000004,0.12984400000000001,0.188245,0.191255,0.0414093,1573.0,1594.0,8.5410034,12000.966962100001,118.0,1.0,1.0,1.0,12.579,0.12300000000000001,0.05,0.504,0.047,0.02,0.05179400000000001,0.222,0.281,0.22699999999999998,4137.0,0.001,0.40700000000000003,0.31,0.10400000000000001,0.637,0.006,0.009000000000000001,0.067,0.013000000000000001,0.027000000000000003,0.40299999999999997,0.001,0.002,0.003,0.774,0.0002,0.41700000000000004,0.106,0.7959999999999999,0.006,0.011000000000000001,0.068,0.016,0.02,0.5710000000000001,0.003,0.037000000000000005,0.0,55.2,0.4,9.4,0.22,2.2,0.0,,53.5,0.3,9.7,0.11,2.1,
г683863=>:7,2070-08-30 14:00:00,Р65,35.0,42.8833333,24.2,42.8833333,4.0737705,0.428695,0.11039600000000001,0.129781,0.12803,0.0380829,1554.0,1619.0,9.9021446,12798.3471074,111.6,1.0,1.0,1.0,13.852,0.076,0.05,0.461,0.047,0.02,0.047562,0.147,0.19399999999999998,0.193,5162.0,0.002,0.408,0.32299999999999995,0.086,0.68,0.006,0.01,0.054000000000000006,0.009000000000000001,0.016,0.465,0.001,0.002,0.003,0.7829999999999999,0.0003,0.418,0.084,0.8009999999999999,0.005,0.012,0.053,0.01,0.012,0.585,0.003,0.037000000000000005,0.0,60.6,0.2,6.6,0.07,2.6,0.0,,52.1,0.4,6.6,0.08,2.5,
г683863=>:8,2070-08-30 14:50:00,Р65,33.0,44.716666700000005,20.3833333,44.716666700000005,3.2165187,0.45268,0.10524800000000001,0.11778699999999999,0.1172,0.0390966,1560.0,1608.0,19.4734007,12669.1741619,113.6,1.0,1.0,1.0,28.918000000000003,0.054000000000000006,0.05,0.49200000000000005,0.036000000000000004,0.02,0.048827999999999996,0.135,0.17600000000000002,0.184,4304.0,0.002,0.38,0.32799999999999996,0.087,0.68,0.005,0.01,0.059000000000000004,0.01,0.018000000000000002,0.455,0.002,0.002,0.004,0.773,0.0004,0.41600000000000004,0.087,0.785,0.005,0.013000000000000001,0.059000000000000004,0.011000000000000001,0.013999999999999999,0.578,0.004,0.036000000000000004,0.0,59.4,1.4,6.9,0.2,2.7,0.0,,61.8,0.3,6.2,0.07,2.7,
г683863=>::,2070-08-30 16:32:00,Р65,41.0,52.8666667,21.3833333,52.8666667,2.6528287999999995,0.35489499999999996,0.1287,0.064066,0.08813,0.0383151,1577.0,1595.0,7.4027674,11984.0997662,112.9,1.0,1.0,1.0,12.632,0.053,0.05,0.369,0.048,0.02,0.047852,0.11199999999999999,0.094,0.225,4271.0,0.002,0.449,0.312,0.08900000000000001,0.731,0.005,0.008,0.052000000000000005,0.013000000000000001,0.017,0.47600000000000003,0.002,0.003,0.003,0.78,0.0004,0.42200000000000004,0.08900000000000001,0.7929999999999999,0.005,0.01,0.052000000000000005,0.015,0.012,0.5589999999999999,0.003,0.037000000000000005,0.0,61.4,0.8,7.8,0.16,3.0,0.0,,62.4,0.5,5.8,0.09,2.6,
г683863=>:;,2070-08-30 17:29:00,Р65,43.0,50.716666700000005,21.5166667,50.716666700000005,2.5803443,0.445245,0.118404,0.155014,0.134855,0.0406027,1548.0,1580.0,11.331098599999999,11628.1951975,117.6,1.0,1.0,1.0,18.967,,0.05,0.479,0.037000000000000005,0.02,0.050709,0.147,0.233,0.207,4170.0,0.002,0.42100000000000004,0.326,0.099,0.6709999999999999,0.006,0.01,0.059000000000000004,0.01,0.023,0.45899999999999996,0.002,0.002,0.003,0.779,0.0003,0.42,0.099,0.7979999999999999,0.005,0.012,0.059000000000000004,0.011000000000000001,0.02,0.58,0.003,0.036000000000000004,0.0,58.8,0.4,8.4,0.12,2.6,0.0,,60.8,0.4,10.8,0.12,2.6,
г683863=>:<,2070-08-30 18:24:00,Р65,46.0,48.0166667,18.716666699999998,48.0166667,2.6501305,0.462075,0.12984400000000001,0.197734,0.118595,0.0393864,1557.0,1583.0,7.4471563,12079.0739092,114.1,1.0,1.0,1.0,11.239,0.053,0.05,0.496,0.046,0.02,0.04919,0.10300000000000001,0.301,0.22699999999999998,3768.0,0.002,0.40299999999999997,0.312,0.095,0.6409999999999999,0.006,0.011000000000000001,0.061,0.009000000000000001,0.021,0.461,0.002,0.002,0.003,0.787,0.0001,0.419,0.096,0.7859999999999999,0.005,0.012,0.062,0.011000000000000001,0.017,0.565,0.003,0.036000000000000004,0.0,53.7,0.5,10.5,0.14,2.4,0.0,,57.3,0.3,5.8,0.06,2.5,
г683863=>:=,2070-08-30 19:15:00,Р65,46.0,40.3666667,22.1833333,40.3666667,3.2004338,0.4342452,0.09952799999999999,0.142701,0.11698499999999999,0.03857530000000001,1555.0,1611.0,8.858051199999998,13115.2516905,111.2,1.0,1.0,1.0,11.919,0.11900000000000001,0.05,0.41700000000000004,0.059000000000000004,0.02,0.048177,0.124,0.215,0.174,4849.0,0.002,0.426,0.32899999999999996,0.102,0.652,0.005,0.011000000000000001,0.076,0.009000000000000001,0.02,0.45299999999999996,0.001,0.002,0.003,0.763,0.0002,0.415,0.10400000000000001,0.7809999999999999,0.005,0.012,0.077,0.011000000000000001,0.015,0.5579999999999999,0.003,0.037000000000000005,0.0,54.7,0.3,14.0,0.24,2.3,0.0,,57.6,0.6,12.3,0.11,2.6,
г683863=>:>,2070-08-30 20:08:00,Р65,43.0,46.05,19.0166667,45.8833333,3.4447050000000004,0.46618000000000004,0.10524800000000001,0.133951,0.093125,0.038894,1559.0,1584.0,6.3447875,11951.621384799999,111.9,1.0,1.0,1.0,9.704,,0.05,0.508,0.055,0.02,0.048575,0.09,0.203,0.184,3788.0,0.001,0.382,0.32299999999999995,0.094,0.664,0.006999999999999999,0.01,0.073,0.008,0.019,0.467,0.001,0.002,0.003,0.787,0.0001,0.41100000000000003,0.09300000000000001,0.7809999999999999,0.006999999999999999,0.012,0.07200000000000001,0.009000000000000001,0.017,0.5720000000000001,0.004,0.036000000000000004,0.0,59.3,1.8,7.4,0.11,2.6,0.0,,57.7,0.4,9.6,0.2,2.6,
г683863=>:?,2070-08-30 21:05:00,Р65,43.0,44.55,17.5166667,44.55,3.1740859,0.4190307,0.11211199999999999,0.087697,0.11601500000000001,0.0386914,1559.0,1584.0,7.6410774,12170.1236917,113.4,1.0,1.0,1.0,11.347000000000001,,0.05,0.39299999999999996,0.068,0.02,0.048322000000000004,0.146,0.129,0.196,3553.0,0.002,0.441,0.324,0.107,0.721,0.006,0.006,0.076,0.012,0.019,0.46799999999999997,0.002,0.003,0.003,0.77,0.0003,0.415,0.10800000000000001,0.789,0.006,0.01,0.076,0.013000000000000001,0.016,0.58,0.003,0.036000000000000004,0.0,51.1,0.4,7.1,0.11,2.4,0.0,,60.2,0.9,3.5,0.08,2.3,
г683863=>;7,2070-08-30 22:57:00,Р65,38.0,41.033333299999995,15.25,41.033333299999995,,0.44176000000000004,0.130416,0.168505,0.150515,0.040197500000000004,1585.0,1584.0,7.1546710000000004,11272.1311475,115.7,1.0,1.0,1.0,9.786,0.043,0.05,0.47200000000000003,0.053,0.02,0.050203,0.166,0.253,0.228,2865.0,0.002,0.41600000000000004,0.305,0.102,0.657,0.006,0.01,0.065,0.009000000000000001,0.019,0.45,0.002,0.002,0.003,0.7759999999999999,0.0005,0.41200000000000003,0.10400000000000001,0.7879999999999999,0.005,0.011000000000000001,0.066,0.01,0.016,0.5589999999999999,0.003,0.037000000000000005,0.0,56.3,0.3,11.4,0.15,2.4,0.0,,55.7,1.0,10.0,0.09,2.2,
г683863=>;8,2070-08-30 23:48:00,Р65,44.0,41.05,15.7,41.05,2.6234763,0.3884558,0.106392,0.10931800000000001,0.11364500000000001,0.0387491,1557.0,1586.0,8.717905,13123.566879,112.5,1.0,1.0,1.0,11.929,,0.05,0.38799999999999996,0.09300000000000001,0.02,0.048394,0.133,0.163,0.18600000000000003,3434.0,0.002,0.445,0.324,0.10300000000000001,0.685,0.008,0.008,0.083,0.01,0.02,0.45,0.002,0.002,0.003,0.763,0.0003,0.41700000000000004,0.10300000000000001,0.7859999999999999,0.006999999999999999,0.01,0.083,0.011000000000000001,0.012,0.561,0.003,0.036000000000000004,0.0,49.4,0.4,10.0,0.18,2.2,0.0,,58.6,0.2,7.9,0.08,2.3,
г683863=>;:,2070-08-31 02:04:00,Р65,13.0,47.2,18.35,47.2,2.7177759,0.3826225,0.080652,0.13962,0.105405,0.0383673,1564.0,1588.0,6.648940700000001,11506.267029999999,112.9,1.0,1.0,1.0,10.460999999999999,,0.05,0.384,0.08900000000000001,0.02,0.048394,0.107,0.21100000000000002,0.141,3519.0,0.002,0.45,0.35,0.11,0.677,0.01,0.01,0.083,0.012,0.027000000000000003,0.47600000000000003,0.002,0.003,0.004,0.7809999999999999,0.0006,0.41700000000000004,0.11199999999999999,0.802,0.009000000000000001,0.011000000000000001,0.083,0.013000000000000001,0.019,0.574,0.003,0.036000000000000004,0.0,50.5,0.5,8.6,0.12,2.5,0.0,,55.6,0.3,4.9,0.08,2.5,
г683863=>;>,2070-08-31 05:36:00,Р65,15.0,43.5666667,22.533333300000002,43.5666667,3.5294830000000004,0.4423735,0.123552,0.166397,0.08989,0.03850580000000001,1529.0,1587.0,8.2246207,12940.828402399999,111.9,1.0,1.0,1.0,11.895999999999999,,0.05,0.42200000000000004,0.083,0.02,0.048827999999999996,0.071,0.254,0.21600000000000003,4860.0,0.002,0.41200000000000003,0.311,0.09300000000000001,0.653,0.006,0.01,0.067,0.008,0.021,0.493,0.002,0.002,0.002,0.78,0.0001,0.413,0.09,0.7909999999999999,0.005,0.013999999999999999,0.066,0.008,0.015,0.556,0.003,0.037000000000000005,0.0,60.0,0.3,7.8,0.21,2.8,0.0,,60.6,0.4,6.3,0.09,2.7,
г683863=>;?,2070-08-31 06:41:00,Р65,8.0,43.0166667,17.466666699999998,43.0166667,2.4101124,0.4954129,0.17388800000000001,0.203086,0.16619,0.0393046,1577.0,1583.0,9.9833398,11693.129771,113.9,1.0,1.0,1.0,14.315,0.128,0.05,0.483,0.054000000000000006,0.02,0.049841,0.17600000000000002,0.306,0.304,3404.0,0.001,0.397,0.266,0.099,0.607,0.006999999999999999,0.01,0.066,0.006999999999999999,0.021,0.40700000000000003,0.001,0.002,0.003,0.7829999999999999,0.0002,0.409,0.09699999999999999,0.785,0.005,0.012,0.066,0.008,0.015,0.5589999999999999,0.003,0.037000000000000005,0.0,44.6,0.2,8.8,0.21,2.2,0.0,,57.0,0.3,8.8,0.08,2.2,
г683863=>>8,2070-09-01 08:02:00,Р65,12.0,49.3833333,32.1666667,49.3833333,3.62601,0.404285,0.11611600000000001,0.15095799999999998,0.129965,0.0384599,1536.0,1613.0,6.9769048,12780.9326425,113.7,1.0,1.0,1.0,11.446,0.08199999999999999,0.05,0.429,0.048,0.02,0.048105,0.141,0.22699999999999998,0.203,6852.0,0.002,0.452,0.318,0.114,0.6659999999999999,0.006999999999999999,0.011000000000000001,0.073,0.009000000000000001,0.019,0.451,0.002,0.002,0.004,0.772,0.0003,0.419,0.113,0.799,0.006999999999999999,0.011000000000000001,0.07200000000000001,0.01,0.013999999999999999,0.563,0.003,0.035,5.0,53.8,1.4,10.1,0.2,2.3,23.1,4.8,55.0,0.6,7.6,0.14,2.0,27.2
г683863=>>9,2070-09-01 08:58:00,Р65,15.0,49.8666667,18.85,49.8666667,2.0,0.4375,0.129272,0.115355,0.14815,0.039645599999999996,1607.0,1598.0,8.5060128,11777.1883289,113.1,1.0,1.0,1.0,14.068,0.049,0.05,0.469,0.036000000000000004,0.02,0.049588,0.185,0.17,0.226,3700.0,0.002,0.442,0.31,0.09699999999999999,0.701,0.006999999999999999,0.011000000000000001,0.068,0.01,0.018000000000000002,0.455,0.002,0.002,0.003,0.7759999999999999,0.0004,0.42,0.09699999999999999,0.789,0.006999999999999999,0.011000000000000001,0.068,0.011000000000000001,0.013000000000000001,0.5670000000000001,0.003,0.036000000000000004,0.0,57.2,0.2,13.9,0.12,2.2,0.0,,56.9,0.5,9.0,0.14,2.1,
г683863=>>:,2070-09-01 09:50:00,Р65,23.0,42.033333299999995,29.383333299999997,42.033333299999995,2.0,0.30571,0.082368,0.058185,0.085275,0.0376213,1529.0,1595.0,13.0232355,12482.5865003,112.5,1.0,1.0,1.0,18.247,0.054000000000000006,0.05,0.317,0.06,0.02,0.047056,0.11,0.085,0.14400000000000002,6113.0,0.002,0.521,0.348,0.092,0.7340000000000001,0.009000000000000001,0.009000000000000001,0.071,0.012,0.017,0.484,0.002,0.003,0.003,0.773,0.0002,0.418,0.092,0.784,0.008,0.011000000000000001,0.071,0.013000000000000001,0.013000000000000001,0.5660000000000001,0.003,0.036000000000000004,3.9,55.6,0.5,7.3,0.16,3.2,17.6,4.5,59.1,0.2,4.5,0.1,2.2,26.9
г683863=>><,2070-09-01 11:41:00,Р65,20.0,49.7333333,25.65,49.7333333,2.8791045,0.34951,0.0858,0.12235399999999999,0.10515999999999999,0.0385175,1544.0,1591.0,10.442292199999999,12879.532163700002,114.6,1.0,1.0,1.0,17.311,0.06,0.05,0.368,0.07200000000000001,0.02,0.048177,0.114,0.184,0.15,5506.0,0.003,0.469,0.34600000000000003,0.105,0.679,0.008,0.012,0.071,0.012,0.018000000000000002,0.469,0.003,0.003,0.003,0.7809999999999999,0.0004,0.419,0.10800000000000001,0.787,0.006999999999999999,0.012,0.07200000000000001,0.013999999999999999,0.015,0.563,0.003,0.036000000000000004,4.9,63.0,0.7,10.4,0.16,2.8,22.8,4.6,56.6,0.2,7.8,0.12,2.1,27.0
г683863=>>>,2070-09-01 13:25:00,Р65,25.0,50.0166667,28.05,50.0166667,2.0,0.35996999999999996,0.124601,0.127849,0.1136,0.038170499999999996,1544.0,1593.0,8.4625791,12393.5828877,114.1,1.0,1.0,1.0,14.109000000000002,0.065,0.05,0.374,0.095,0.02,0.047743,0.125,0.192,0.214,5794.0,0.002,0.502,0.304,0.107,0.677,0.011000000000000001,0.009000000000000001,0.07400000000000001,0.011000000000000001,0.02,0.44799999999999995,0.002,0.003,0.003,0.772,0.0003,0.418,0.10300000000000001,0.789,0.01,0.013000000000000001,0.07,0.012,0.013000000000000001,0.5670000000000001,0.003,0.036000000000000004,0.0,53.4,0.5,8.8,0.16,2.6,0.0,,61.3,1.0,4.7,0.1,2.7,
г683863=>>?,2070-09-01 14:22:00,Р65,28.0,40.55,22.15,40.55,3.7189921999999997,0.39128,0.13547,0.126448,0.096785,0.038488699999999994,1566.0,1591.0,11.9763255,12186.907449200002,113.4,1.0,1.0,1.0,16.188,0.053,0.05,0.41100000000000003,0.06,0.02,0.048141,0.099,0.191,0.23,4499.0,0.002,0.462,0.3,0.105,0.6759999999999999,0.009000000000000001,0.01,0.076,0.01,0.019,0.457,0.002,0.003,0.003,0.765,0.0002,0.424,0.10300000000000001,0.792,0.008,0.013000000000000001,0.07200000000000001,0.011000000000000001,0.012,0.5589999999999999,0.003,0.036000000000000004,0.0,59.3,0.9,7.4,0.15,2.9,0.0,,54.0,0.6,5.1,0.08,2.6,
