#,химшлак последний Al2O3,химшлак последний CaO,химшлак последний R,химшлак последний SiO2
1009,4.5887943898,58.8406218609,2.55,23.7281953642
1010,4.5520559242,57.2944358756,2.41,23.6300760455
1011,4.4698313353,57.1589128777,2.45,23.8764464761
1012,4.3991262391,56.4617044628,2.17,24.0400736556
1013,4.6340326489,57.700522119,2.53,23.5721478916
1014,4.9613054598,57.7978453908,2.68,23.1568299611
1015,4.4823936236,54.2039729324,2.39,23.9806143323
1016,4.7714392415,58.4362960439,2.68,23.7034688654
1017,4.8936884921,57.5339048902,2.52,23.4692359176
1018,4.845643345,56.7365040498,2.38,23.8024808473
1019,4.661931105,56.062194004,2.38,23.0329621231
1020,4.7133446125,58.0711240549,2.53,23.6587327477
1021,4.6683429315,56.9157657792,2.4,24.1591412247
1022,4.8623665463,57.0845120853,2.48,23.1673502988
1023,4.5450980128,55.864569949,2.39,24.0450850259
1024,4.6732793691,56.8628431018,2.19,23.7073457365
1025,4.5798380126,56.7627532611,2.3,23.7741852801
1026,4.6183830334,56.5157227295,2.45,23.6205633057
1027,4.4422747082,55.6785234494,2.28,23.9134061377
1028,4.4867738343,55.8085112251,2.33,24.0887512728
1029,4.5635710848,57.9113361691,2.49,23.2410227522
1030,4.7578743406,57.7565344463,2.67,23.6343261881
1031,4.4466749331,54.1604050014,2.13,24.3271209355
1032,4.439242654,55.215452339,2.31,23.3030710168
1033,5.575039677,57.4630599166,2.66,21.4836952544
1034,5.1827354274,57.1985096189,2.36,22.911727772
1035,4.4338600595,55.3841585343,2.25,23.8596311584
1036,5.1018351928,59.2118503499,2.55,22.5408302833
1037,4.6867558176,59.751264412,2.52,23.5486927695
1038,5.3734622387,58.5952683232,2.56,22.1889347896
1039,4.49653904,57.4214738882,2.56,23.7952126697
1040,4.5585916598,57.4707411156,2.56,23.8075068756
1041,4.7415012204,57.2011294784,2.51,23.0523077773
1042,4.7595464691,55.8787521909,2.68,23.1110388019
1043,4.5260216546,56.9729776811,2.58,23.6588588579
1044,4.5949196456,56.0146263695,2.33,23.6587045848
1045,4.5007092005,56.0368883956,2.37,23.5009475244
1046,4.3436524765,57.4458072423,2.59,24.0211701471
1047,4.2948990352,55.979132008,2.57,24.5622912276
1048,4.4828934976,56.4795483652,2.65,23.6144127932
1049,4.4759153141,57.3439156598,2.67,23.9054581201
1050,4.4085132594,57.1370818527,2.52,24.9158987793
1051,4.202244102,55.9677693933,2.21,24.3525290401
1052,4.4602720885,58.8465282894,2.66,23.9365815238
1053,4.4306249732,58.1233887014,2.52,23.7266985666
1054,4.5511198305,57.6141844334,2.51,24.1780976293
1055,4.7498869462,57.9107428369,2.55,23.8162055812
1056,4.5828437731,57.3356871671,2.54,24.1882272931
1057,4.4480399919,58.0487267478,2.44,23.6689970644
1058,4.3756047825,56.3895135602,2.57,24.2647831648
1059,4.6256865078,57.8243440212,2.58,23.8224393213
1060,4.6005206245,59.1318224991,2.68,23.7044175468
1061,4.2109617124,59.3921260208,2.55,24.2345179027
1062,4.3713613472,58.6386829047,2.53,23.8090843426
1063,4.5729848791,57.9176863248,2.58,23.8596023787
1064,4.468532017,59.4957496428,2.59,23.7520449188
1065,4.4795254658,56.9833770979,2.68,24.4503008401
1066,4.3092450241,56.3247061705,2.36,24.1181106913
1067,4.5540417814,59.7673007323,2.65,24.463912434
1068,4.2034235853,56.2025626241,2.26,23.9713654832
1069,4.3920250816,57.2280830493,2.29,23.8622996858
1070,4.8293283222,58.0606178655,2.55,23.3166439662
1071,4.3199280619,56.8851565531,2.44,24.2320614952
1072,4.5732886146,59.8743675604,2.64,22.9745330997
1073,4.4557424227,56.8204136467,2.46,23.004456378
1074,4.5273484867,58.6670156544,2.68,24.4024588632
1075,4.7009056798,58.2507827131,2.67,22.8579103131
1076,4.4208049168,60.1958606666,2.68,24.8661788326
1077,4.7484046515,59.4174767661,2.59,23.1597564938
1078,4.5617765776,58.2143722481,2.65,23.3156072596
1079,4.2730271165,58.0250539166,2.65,23.9783837152
1080,4.6372144373,57.4351210822,2.48,23.63602392
1081,4.767204542,57.7927404653,2.59,23.3333744959
1082,4.3624535661,57.7561128038,2.43,23.8365447736
1083,4.3700397018,56.3288362518,2.21,23.4674694227
1084,4.5817291452,57.7409453939,2.6,23.7457525839
1085,4.3150325636,55.1106714989,2.64,23.6379982829
1086,4.2730483263,59.3522919352,2.59,24.614954539
1087,4.2809153315,57.659449373,2.48,23.6506097248
1088,4.3992315264,58.5438239555,2.58,23.9704999533
1089,4.2554817992,57.9411244153,2.65,23.7333093878
1090,4.1715224917,58.0723365373,2.59,24.0609966423
1091,4.5026039472,57.2111189114,2.58,24.1498404698
1092,4.1523602366,57.2277835114,2.62,24.9517416496
1093,4.4135216863,56.53822115,2.51,23.9239934531
1094,4.4801972412,58.112722804,2.58,23.9694918945
1095,4.5867104442,55.6581206253,2.41,23.5432192536
1096,4.5797896586,58.2476355981,2.43,23.2075296176
1097,4.4350388251,56.6242770158,2.36,23.6910682507
1098,4.5803152321,55.6349673466,2.39,23.4455374025
1099,4.3574663701,57.3448475644,2.27,23.7364832728
1100,4.5254511744,57.1283869396,2.52,23.5345143406
1101,4.4595568911,57.6223048994,2.43,23.4471943753
1102,4.4316589891,57.5084645579,2.66,23.6548829289
1103,4.6149659521,56.4360011915,2.54,23.4061787483
1104,4.356082513,57.3641756963,2.56,23.4129133414
1105,4.5296229331,56.0344318544,2.67,23.9293201375
1106,4.3568821311,57.5324607929,2.34,23.3910415326
1107,4.5294427667,57.7754578095,2.43,23.0494248913
1108,4.5648324763,58.7334123252,2.55,22.6780037321
1109,4.2064701123,55.5030803935,2.26,24.6444685033
1110,4.4452756277,57.0571754185,2.5,23.9366175182
1111,4.2474005458,55.9283314775,2.47,24.7719144451
1112,4.3823855989,57.1643198429,2.56,24.4104766107
1113,4.1800318292,57.4653652919,2.65,24.5168437351
1114,4.2175214815,56.5344752882,2.18,23.9925401255
1115,4.5179967616,57.6584546412,2.54,23.4878742241
1116,4.0104952095,59.0367356211,2.65,24.0683724964
1117,4.4495191223,57.2081353577,2.49,23.65863238
1118,4.428637164,57.4565250154,2.45,23.6100793627
1119,4.028399032,57.8667501968,2.42,24.6341561871
1120,4.1400704027,59.0677226561,2.51,24.8254077073
1121,4.4582755463,57.6586011056,2.51,23.9016613863
1122,4.1125400738,55.5922276853,2.16,24.5404819895
1123,4.3817439678,57.6338215713,2.57,24.2313115477
1124,4.4291733045,58.2112359908,2.55,23.5713313096
1125,4.2763218412,59.1035688215,2.52,24.0086112191
1126,4.3610541386,59.0873949743,2.56,23.6403598083
1127,4.5836590251,58.5160971351,2.53,24.2464934466
1128,4.3248312135,57.1136753308,2.53,24.1312447925
1129,4.3117159923,58.5175711471,2.65,24.2809458659
1130,4.4858825546,57.8452372117,2.52,23.5406556441
1131,4.3420091958,60.1341852123,2.44,24.6591604453
1132,5.5738659988,59.7542430174,2.5,21.7076166013
1133,4.5171796016,56.1512059461,2.15,23.6837120962
1134,4.492554696,56.7560370463,2.41,23.481349664
1135,5.1425080432,58.8000022783,2.68,22.5639739095
1136,4.9426159987,58.4755491952,2.68,23.1049940298
1137,5.805633877,58.9106788492,2.68,21.3668418103
1138,4.4953446677,56.5172457525,2.5,23.7468993169
1139,4.6288131572,56.1665489336,2.4,23.4651788566
1140,4.7067359241,58.2263890582,2.51,23.5395789647
1141,4.5179903061,58.3610365843,2.56,22.7740633844
1142,4.6972241227,57.0815125958,2.41,23.3136269612
1143,4.5840553981,56.2869162403,2.48,23.68857634
1144,4.6521995539,59.0613918372,2.59,23.0339253834
1145,4.7302180038,57.7203825398,2.53,23.3432634909
1146,4.6487238228,57.3283392223,2.59,23.1331598662
1147,4.7967693314,57.5023041043,2.43,23.68765231
1148,4.7426208841,58.3979552634,2.59,22.9417901428
1149,4.6936497368,56.5038386637,2.48,23.5115265355
1150,4.5460186859,57.4940288838,2.45,23.7197594848
1151,4.5303102563,56.4696837053,2.2,23.9295153975
1152,4.6143423206,57.0607562583,2.19,23.934440557
1153,4.3827900187,56.4938344211,2.21,24.2205317345
1154,4.5087611372,57.0010977768,2.49,23.9236955022
1155,4.6179827122,58.0498284068,2.66,23.8158715005
1156,4.4500532314,57.7929490806,2.21,24.2713649394
1157,4.6272239075,57.6633812154,2.59,24.1878774155
1158,4.2181049305,56.0275221898,2.53,24.5286037725
1159,4.4932032762,58.0176525927,2.59,24.2647430471
1160,4.6503016167,58.4385895558,2.6,23.9123392523
1161,4.409253897,55.3020766028,2.12,24.4018377424
1162,4.5392892202,55.3246777033,2.13,23.74438046
1163,4.4891895365,56.676617772,2.65,23.5926896454
1164,4.5559025952,55.1238186759,2.17,23.4188193404
1165,4.8649919271,59.2511135498,2.68,23.8667231448
1166,4.5081916984,56.0462496748,2.38,23.599193931
1167,4.5856747038,56.5207245678,2.4,23.6395707389
1168,4.2465313679,56.2149261556,2.52,24.43395404
1169,4.4916329214,55.7045547113,2.31,24.0227849114
1170,4.6841544761,56.1503210424,2.49,23.8100336978
1171,4.7215037089,56.2916293064,2.52,23.549967181
1172,4.5830557037,57.2675509433,2.66,23.5255763604
1173,4.5194364951,56.2566546435,2.53,23.8889400567
1174,4.7421335507,57.3604134506,2.68,23.4835293567
1175,4.6213177936,57.9019129245,2.53,23.2878726744
1176,5.2514142071,57.0879439,2.49,22.4341079463
1177,4.4183854602,55.1406953631,2.3,24.1461967734
1178,4.411719314,57.8706149789,2.68,24.1130665363
1179,4.5488175651,58.7314788968,2.68,23.7753609482
1180,5.3163637354,56.7574100768,2.49,22.6158432518
1181,4.2856528327,56.2011720345,2.2,24.2550946288
1182,4.4297865331,56.3479806817,2.65,23.953624336
1183,4.8626405188,56.5938385251,2.53,23.2236324116
1184,4.4051343524,57.2298860866,2.68,24.2896533081
1185,4.5850515096,57.1484705565,2.68,24.1134529186
1186,4.4853951943,59.545954405,2.66,24.0066768516
1187,5.5033164511,58.3288818245,2.68,21.7180911539
1188,4.7987333827,58.2091110066,2.68,23.3400655817
1189,5.4567728248,58.6545498596,2.51,22.738006536
1190,5.1192572409,58.7375507376,2.68,23.1018504131
1191,5.2829518964,58.3031069142,2.55,22.6929498121
1192,4.8053121086,58.2859407492,2.68,24.0219722112
1193,4.8168882962,58.3208913582,2.68,23.598711931
1194,4.649768374,56.5489986642,2.44,23.7344445811
1195,5.0464302121,59.0045510044,2.68,23.187872284
1196,5.0219803774,59.8196936231,2.68,23.356007254
1197,3.880283454,55.5319092993,2.15,25.8448347642
1198,4.6890058591,55.361997677,2.39,23.3361025664
1199,4.3425526603,54.5978166158,2.15,24.5068172501
1200,5.3197688717,56.9883182706,2.48,22.1309328312
1201,5.6688081626,58.9829737477,2.52,21.6640314387
1202,5.4077463764,59.2079232143,2.47,22.5668790235
1203,4.7470747471,56.4583915302,2.1,23.3427544776
1204,4.3143375782,56.3801530437,2.21,24.5769751793
1205,4.6824836636,56.9784508387,2.53,23.5171325238
1206,4.7148375253,58.2331171621,2.68,24.1463516472
1207,6.4983914148,58.4788793811,2.66,20.3431495549
1208,5.9940679432,57.193776918,2.54,20.732876579
1209,5.1159689602,57.0671228194,2.49,22.7384607516
1210,5.4719194579,58.9845081986,2.68,21.9648713653
1211,4.8720154914,56.9452738545,2.4,23.5605180657
1212,5.477158673,56.9689880947,2.4,22.2757068256
1213,5.496344149,57.1691739639,2.53,22.083144604
1214,5.4036552122,57.6255889783,2.65,22.3776987847
1215,5.0482537172,55.5279042932,2.22,23.2006885701
1216,5.0901804149,60.3355226912,2.68,23.7326175974
1217,6.0456366719,58.1503547321,2.59,21.0897412015
1218,5.5437525557,59.192183085,2.66,21.7377159998
1219,5.2197578454,58.2646617875,2.4,22.4579568827
1220,5.6366681752,57.8220874658,2.49,21.9726956757
1221,4.8970002279,57.7007131307,2.54,23.2567524946
1222,5.5244211358,58.4183213046,2.48,22.5457708839
1223,6.5511026526,59.7745734701,2.55,21.0009685358
1224,5.3877882216,58.0851986293,2.59,22.6372088313
1225,5.6818883036,58.4208329524,2.46,22.2671958398
1226,5.2713131207,56.1529317276,2.32,21.9860119808
1227,5.6702181306,57.5169181619,2.5,21.2619028566
1228,4.8697327319,55.8544718454,2.21,23.186380175
1229,5.1633668496,56.0764170045,2.28,22.813755817
1230,6.4703842617,57.3693505314,2.4,20.6274407002
1231,5.1223438359,56.0335018176,2.45,22.9322278082
1232,5.6956164699,57.5608312075,2.54,21.904858155
1233,5.4051296845,55.2699675872,2.19,22.7128363242
1234,5.3898759403,56.4584391583,2.37,22.7143344366
1235,4.8392100071,54.8549863728,2.15,23.5059319457
1236,5.9358310678,57.2754055228,2.53,21.0854622101
1237,4.6914162599,55.7187883764,2.23,23.443918498
1238,5.5135246276,57.0074536968,2.33,21.973021498
1239,5.3022230946,54.5296864156,2.12,22.6217798225
1240,5.098231933,55.0386922675,2.12,22.5588188386
1241,5.3477758548,57.8749408203,2.56,22.1856997943
1242,5.7165336375,58.1116707251,2.56,21.3229214519
1243,5.6155874032,60.4402451885,2.65,22.7802093158
1244,5.3234645068,59.5564881239,2.54,22.3203481066
1245,5.4955117125,58.448914711,2.5,21.2324314796
1246,5.0196450148,58.9583443288,2.6,22.7404660726
1247,5.5471141702,56.7612541258,2.48,21.4723173135
1248,5.5359025261,59.4840835781,2.68,21.2431444827
1249,4.9264070956,54.0562861281,2.11,23.3439625709
1250,4.3985383665,54.7810560601,2.11,24.7456192078
1251,5.1679137351,57.573084467,2.4,23.1260899913
1252,4.7667096824,55.8340029719,2.14,23.9327731617
1253,4.4320042509,55.246793496,2.14,24.0403088383
1254,4.668302877,55.3686567065,2.37,23.2646396063
1255,5.1512988158,58.355226072,2.51,22.8767785554
1256,5.0166740527,56.5225157042,2.44,22.6017599273
1257,5.1004523083,58.3296712262,2.51,23.5703256638
1258,4.5192120581,56.8553836399,2.53,23.8644539099
1259,4.8774620256,57.4545669284,2.68,23.0566197824
1260,5.0212776819,58.2497442222,2.67,23.2342526248
1261,4.727734141,55.974166609,2.34,23.5921999376
1262,4.6367757007,55.8035373352,2.26,24.1688205065
1263,7.0519264917,58.2168381429,2.4,20.1561502428
1264,5.7994685527,56.6596818277,2.35,21.748598086
1265,5.159859001,58.1051926055,2.59,22.5678667665
1266,4.7875994886,55.9235404545,2.39,23.3040100333
1267,5.0806362718,56.2518360468,2.4,22.567601209
1268,6.1972170319,56.825621447,2.59,20.6749491565
1269,4.8707594878,55.2436219976,2.14,23.3666308553
1270,5.239014223,57.722617626,2.68,22.2874415161
1271,5.3814990918,56.8540950953,2.52,21.7347386562
1272,5.1964581142,57.4709257206,2.66,22.399756197
1273,4.9981103532,58.5811873833,2.59,22.9629327759
1274,5.2121754201,56.7131359333,2.52,22.1435664394
1275,4.823462781,58.0065431048,2.59,22.5611701092
1276,5.142621092,58.1135197623,2.52,22.1918803323
1277,4.8447840629,58.6467967516,2.55,22.3893742912
1278,5.4579680305,55.5831385417,2.36,21.6085301102
1279,5.3729290166,57.5241848061,2.39,22.0794601694
1280,4.7903991765,58.2600601709,2.59,23.511742213
1281,4.969973644,58.3783088612,2.57,22.5197857339
1282,4.9612746081,55.4564451406,2.31,22.985453886
1283,4.9645491875,55.2379578828,2.36,23.0737625793
1284,5.2676930236,58.9799719392,2.68,21.955216307
1285,4.8889388073,56.4283153973,2.37,23.2304253328
1286,5.4190626952,57.1282534173,2.47,22.0027158507
1287,5.4881781105,57.1448776108,2.52,21.8691153135
1288,5.1778331073,56.3803956879,2.49,22.9284944961
1289,4.5236045356,55.5749457585,2.57,23.7956512536
1290,5.3875869892,57.6425069976,2.68,22.5608529451
1291,5.2969728176,58.0271861477,2.57,22.5426901259
1292,5.6024603112,57.8150430374,2.65,21.6457155776
1293,17.9295162913,70.5478202479,2.49,7.9548217657
1294,4.7946872662,55.5000494398,2.39,23.3445020417
1295,5.4288276717,56.6298112609,2.57,21.9064064818
1296,5.2905194206,56.4796387203,2.34,22.907779138
1297,5.2617129288,56.1386462897,2.47,22.592886837
1298,6.4356469946,58.1482382699,2.55,20.6397088007
1299,4.2523338543,55.5400164949,2.19,24.6496244263
1300,4.6017028742,59.5258022233,2.58,23.8546499191
1301,4.2726460249,55.2544296946,2.36,24.1745632286
1302,4.5949464755,55.6841517169,2.39,23.2343842353
1303,5.4356327318,58.916163139,2.59,22.0586567866
1304,4.3679903646,57.194130066,2.59,23.8992175884
1305,4.1609333978,55.3681016236,2.1,24.7082695821
1306,3.9022243085,55.0626412433,2.09,25.5203343924
1307,4.0233083326,54.5528626978,2.09,25.0124015476
1308,4.1106078105,57.8863278317,2.68,23.9317970976
1309,4.1509599672,57.2165325317,2.68,24.2212708796
1310,4.0123485867,57.5175535786,2.65,24.6813870062
1311,4.0726417077,56.771273552,2.65,24.3688742996
1312,4.2276764854,55.5250273433,2.36,24.2432203184
1313,4.363911519,56.6545053577,2.66,23.4058487126
1314,3.9933828804,57.4314020235,2.68,24.6746188581
1315,3.9285339783,56.799087016,2.39,25.1981855289
1316,4.0450598026,56.2986448654,2.51,24.1749223963
1317,4.2056718453,55.9420185287,2.51,24.1734872074
1318,4.3084706839,55.1952135969,2.13,24.6048922126
1319,4.2837288068,55.8988083748,2.54,23.6643905811
1320,4.4070019657,56.2560386989,2.53,23.4208061559
1321,4.6313848504,57.6823888892,2.59,23.3781871274
1322,4.5990114599,57.3883724579,2.57,23.3911690114
1323,4.5240238822,55.0669515511,2.12,24.1921496834
1324,4.0659591273,58.0420231471,2.67,24.9543414047
1325,3.719145938,54.6950972126,2.18,25.4474691426
1326,4.5557415858,56.6256360944,2.55,23.5408950611
1327,4.050818558,57.9556791724,2.65,25.0023863023
1328,4.7579322321,58.2386358209,2.59,23.3365312081
1329,4.2096365342,56.8708130306,2.58,24.3708310351
1330,4.4194386323,58.3883491929,2.56,23.9002995083
1331,4.6207856957,58.1358734317,2.59,24.0485668971
1332,5.1205573131,57.5241074466,2.29,22.8347100802
1333,4.9533511491,57.798458758,2.55,23.3584402852
1334,4.462330472,57.9968352681,2.58,23.8056108258
1335,4.3900729474,58.2068891878,2.58,24.0771084911
1336,4.2953485624,57.2558463646,2.55,24.0209408939
1337,4.4714923746,58.193336175,2.55,23.9936288665
1338,4.7374828517,57.5701574042,2.53,23.3466665737
1339,4.0226272161,56.1052182454,2.36,24.9534268851
1340,4.3858496733,58.7647217834,2.51,24.1614233913
1341,4.037985196,54.843142448,2.13,25.0387226358
1342,4.5128142391,56.3564195347,2.5,23.0774355515
1343,4.1799213802,58.124138831,2.59,24.2210841521
1344,4.2719342463,58.174920423,2.59,23.4929022677
1345,4.2521435379,53.8514259178,2.48,32.2634044029
1346,4.8435981276,56.1865319528,2.59,22.8456452577
1347,3.9043234492,58.1046783269,2.56,24.7649747823
1348,4.1133397131,59.9292448455,2.59,24.0567786245
1349,4.0759488995,54.8423010066,2.38,24.157912418
1350,3.9367216333,54.2586861712,2.1,24.2942149026
1351,4.5022448461,57.2965517795,2.54,22.8852828064
1352,4.1145687067,57.2640068935,2.48,23.9966393778
1353,4.3099622406,56.2085568193,2.48,23.8886119293
1354,4.073056577,54.5843117571,2.17,24.5827534894
1355,4.2222901081,53.2967898596,2.1,24.0971470031
1356,3.726423494,57.4196078278,2.35,25.1052453848
1357,5.0801331888,59.2430039937,2.55,22.3261106667
1358,4.472253963,58.1454589214,2.52,23.4647919921
1359,5.369310937,57.9364587607,2.57,21.556519824
1360,5.360371886,55.879748505,2.47,21.3485185924
1361,5.1257723834,56.6572610664,2.46,22.3280575068
1362,5.565410789,56.1908083455,2.59,21.6504583596
1363,5.1100030955,59.083624227,2.59,22.0045811746
1364,4.7189400336,57.4298773646,2.53,23.0357197952
1365,4.452997788,56.4901355802,2.51,23.2352222105
1366,4.9383236276,58.1185812347,2.55,23.1326171588
1367,4.8570849801,57.0441330093,2.67,22.7443138301
1368,4.7679532547,58.2879466906,2.57,23.5218515247
1369,4.3263533958,57.271441204,2.58,24.3045471025
1370,4.8123370478,57.5427913247,2.55,23.2717931167
1371,4.2373070238,55.630079618,2.22,24.8440186231
1372,5.2070376347,58.0219438692,2.57,22.3282609827
1373,4.5153277783,58.4896618778,2.68,23.4974691026
1374,4.8822581975,58.2158681334,2.68,22.6316353006
1375,4.9409882318,59.4053569001,2.67,22.9392162266
1376,5.5412658501,59.0284805572,2.55,21.9902852663
1377,4.6449209745,57.3995386437,2.56,23.1466543242
1378,5.1736739999,57.0858827732,2.58,21.6223218367
1379,5.3510969769,57.4041708688,2.68,21.4497653136
1380,5.1626872957,57.5122666097,2.68,21.8278302778
1381,6.1077767947,58.8615737135,2.66,20.9883668869
1382,5.1343659702,59.7935082614,2.68,22.2955824696
1383,4.8636077015,57.1250836217,2.55,22.8328768464
1384,5.6391931589,58.4144652035,2.67,21.8185971313
1385,4.9351716339,56.6385700568,2.56,22.3612832801
1386,5.3416708151,58.5391153346,2.68,22.3417960703
1387,9.099800118,58.3588645656,2.33,17.4163601232
1388,5.4600954032,56.3242008681,2.41,21.8949122139
1389,5.140632896,55.9472296236,2.37,22.8318499247
1390,5.1025038936,55.4069716037,2.38,22.6318278571
1391,5.2887988264,57.5095869416,2.68,22.1398489382
1392,5.9615913444,56.8638301999,2.54,21.3178105586
1393,4.8961165829,57.3337941184,2.55,22.377501045
1394,5.2389126534,59.6775437666,2.68,22.1257978587
1395,4.2599556381,54.7669786932,2.24,24.4545423749
1396,5.6502771652,57.7922146503,2.59,21.3459979056
1397,4.5369333974,55.4468928397,2.22,23.9841619635
1398,4.9332285079,56.1052669598,2.41,22.5132308403
1399,5.6024589366,56.3283479901,2.36,22.3407482943
1400,4.1968756775,55.1432570191,2.26,24.8030003338
1401,5.7567892627,57.5969837703,2.54,21.9585841602
1402,5.4808737085,59.56018657,2.68,22.3697050734
1403,5.2303675896,58.1842868456,2.56,22.2217619393
1404,5.6498334791,56.6012020513,2.38,21.9070344608
1405,4.9694945559,55.9222709845,2.38,23.0701048293
1406,5.7925219996,56.590932134,2.46,21.1809874795
1407,5.193410627,53.6064494104,2.33,22.6195194087
1408,5.1019189005,55.5476956521,2.39,22.1880813778
1409,4.8884575485,55.5688257855,2.39,22.3145997449
1410,5.1313697469,55.5677720267,2.39,22.6426094639
1411,4.8272777083,53.4612874054,2.17,22.9152195223
1412,5.5241344384,56.701638891,2.44,21.7187904489
1413,5.1922807203,56.9368883491,2.49,21.8156044823
1414,5.1039721286,57.5565190819,2.68,22.2064129261
1415,6.4696274915,58.4366274343,2.61,20.8120307906
1416,4.9378412218,56.4952479888,2.45,23.0975671093
1417,5.1411326252,56.0767059635,2.39,22.961302224
1418,4.728118676,54.7407670025,2.19,23.4523321167
1419,5.7523311581,57.0880830555,2.52,21.5242202916
1420,5.0630613266,55.1550759932,2.38,22.5404176431
1421,4.9325049082,56.0717019806,2.39,22.4462049817
1422,4.3211964572,54.3335197306,2.1,24.1055156752
1423,4.5549517705,53.5420635246,2.1,23.9242316682
1424,4.579700696,53.8598934936,2.11,24.0360076658
1425,4.8266616665,55.5845963671,2.2,23.5366623572
1426,4.7310418469,58.2650201223,2.61,23.8156549435
1427,4.3355701917,57.6063850444,2.66,23.9421856978
1428,5.0516734161,57.5258196598,2.61,22.5084391752
1429,5.2652689548,56.6732128469,2.39,22.6959825401
1430,5.515770755,58.8474472027,2.61,22.5231074435
1431,5.0281702978,56.8754419406,2.6,22.466943964
1432,4.9634890213,57.7113469722,2.68,22.8125988451
1433,4.8458256481,57.6861204102,2.52,23.1238788237
1434,4.7827316644,57.7819133469,2.49,23.8078536236
1435,5.2012212118,59.3104266323,2.68,22.6273141116
1436,5.67954884,58.1727114613,2.52,22.1727829722
1437,4.5464051025,57.5924563099,2.45,24.1911224364
1438,4.567630101,56.6778720148,2.33,24.1291199699
1439,4.8219440436,56.4901193707,2.33,23.3458239332
1440,4.3711157789,55.7459817904,2.28,23.6942445282
1441,5.2079764052,57.9884672828,2.5,22.6661761918
1442,4.5696390822,55.9286522653,2.15,23.5475809643
1443,5.0716807715,57.2209469378,2.53,22.7784050922
1444,4.9807117458,56.1816768805,2.3,23.3026734705
1445,5.4245339143,57.5153965359,2.46,22.3871875078
1446,5.0908341322,58.9915255142,2.68,22.3901126914
1447,5.1693374304,58.9642808969,2.68,22.2794202424
1448,4.4471669737,55.1614120966,2.1,24.6253217212
1449,4.6347265817,55.8557538624,2.35,23.4018347177
1450,5.2449757159,56.1593410534,2.46,22.3842410127
1451,4.5363690918,54.15550707,2.31,23.2567487146
1452,5.5961565464,57.0327540641,2.54,21.7341054343
1453,4.0460765069,54.2838886975,2.09,25.0930155165
1454,5.6760674351,56.6637215027,2.38,21.8608200339
1455,5.7741751051,56.6489523764,2.45,20.89096681
1456,5.0251275272,56.7636125726,2.68,22.2359838051
1457,6.0241205845,58.2779585982,2.59,20.7939014029
1458,4.6374503095,53.5880030313,2.17,23.4338911242
1459,5.3847410903,56.7130683548,2.53,22.248562151
1460,5.4844935585,56.8728791982,2.46,21.9091857649
1461,4.8059320518,56.3766706043,2.34,23.5176004786
1462,5.3331452147,57.0724029335,2.65,22.0151029956
1463,5.7828429857,57.9534737113,2.39,21.9915044115
1464,5.5707786705,57.453416716,2.47,21.9834500378
1465,4.7288976609,54.3891024235,2.18,23.3165852185
1466,4.7874883127,57.5878484663,2.68,23.0367606903
1467,5.485758294,57.865955185,2.59,21.9390844858
1468,5.1500704497,56.3938317643,2.58,22.6900261053
1469,4.6025140027,55.914612584,2.35,23.8523264631
1470,4.8767803979,55.5605620658,2.5,22.5183496279
1471,4.9723449025,55.5530466393,2.31,23.6830925567
1472,5.1378971813,55.6055839296,2.37,22.8835366097
1473,4.3448720732,54.7533713052,2.13,24.7644500117
1474,5.418401164,56.9910725337,2.46,22.1447481548
1475,5.1586442604,57.7064343581,2.68,22.5295401165
1476,5.8102030583,57.7972715073,2.58,21.7333488856
1477,5.0336193479,56.1254163739,2.4,22.732187117
1478,5.0713255932,56.2009099761,2.48,22.4846570124
1479,5.235772758,56.5080543845,2.51,22.5312421233
1480,4.7199651397,58.9160975469,2.59,23.4813009295
1481,5.2381407723,58.6341385772,2.52,22.6152063526
1482,5.0488968963,57.9552347068,2.65,23.1181930996
1483,4.556826352,55.0464364942,2.1,24.138837745
1484,4.7983175383,57.6846325236,2.45,23.8638792018
1485,4.4257000292,56.0585134279,2.3,24.3544420282
1486,4.592122132,57.0005997617,2.47,23.8722014201
1487,3.9142136032,56.0523101685,2.1,25.9668792282
1488,4.0314421081,55.1184450286,2.21,25.6404077187
1489,3.9956878048,55.4532076795,2.16,25.2601685922
1490,4.3048257884,55.8594353799,2.23,24.006296688
1491,4.45409496,55.8131388732,2.12,23.9461858159
1492,4.348319757,56.2727785577,2.23,24.3731255765
1493,4.1602058487,57.0561084347,2.33,24.7661047644
1494,4.2304411348,55.5392656152,2.32,24.9664560527
1495,4.1125196685,54.4324911969,2.11,24.3397730276
1496,5.016095794,57.0813863066,2.22,23.6060743795
1497,4.9828458779,56.9641588727,2.4,22.8060830943
1498,4.2872833241,56.4153949547,2.24,24.9352942336
1499,4.5717610095,57.3338650352,2.3,24.1391861618
1500,4.255451494,56.3006471945,2.3,24.0962918592
1501,4.3674654562,56.5949836565,2.17,24.3353146933
1502,4.5885222696,56.4864401066,2.1,24.412992363
1503,3.8475031865,55.4230994313,2.1,25.8828266078
1504,4.0085656973,55.3271047,2.1,25.4332769438
1505,4.1394357653,55.9671964734,2.3,24.158301635
1506,4.2756735241,56.9699183114,2.36,24.4067668466
1507,4.1735214537,55.1133230377,2.13,24.497777608
1508,3.9684811203,56.7705512957,2.34,24.64688161
1509,4.156811524,56.3451753335,2.4,24.7533961675
1510,4.0089157302,56.0218793191,2.15,24.5361805393
1511,4.1974064876,56.1425724457,2.15,24.3784695818
